Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,216.919998,217.809998,210.520004,213.580002,213.580002,702300
2021-01-05,211.809998,212.970001,206.0,206.5,206.5,755100
2021-01-06,203.690002,204.789993,199.160004,199.509995,199.509995,945200
2021-01-07,200.399994,200.759995,197.240005,200.0,200.0,960100
2021-01-08,200.929993,202.880005,200.470001,202.440002,202.440002,834600
2021-01-11,202.009995,202.25,198.940002,199.149994,199.149994,422100
2021-01-12,198.5,199.5,195.910004,198.580002,198.580002,530200
2021-01-13,199.330002,201.080002,197.830002,199.399994,199.399994,564800
2021-01-14,199.5,200.029999,194.690002,195.699997,195.699997,493900
2021-01-15,195.130005,196.660004,193.529999,195.270004,195.270004,536700
2021-01-19,196.119995,197.529999,194.589996,197.080002,197.080002,670200
2021-01-20,197.600006,201.559998,197.550003,199.940002,199.940002,547900
2021-01-21,199.789993,200.399994,196.929993,197.139999,197.139999,433600
2021-01-22,196.970001,197.880005,194.639999,194.75,194.75,448200
2021-01-25,195.389999,196.460007,191.309998,192.0,192.0,552200
2021-01-26,192.029999,196.179993,190.880005,196.050003,196.050003,766900
2021-01-27,195.699997,196.300003,193.210007,194.580002,194.580002,748700
2021-01-28,194.660004,198.520004,194.0,196.809998,196.809998,715700
2021-01-29,194.889999,195.720001,192.789993,194.070007,194.070007,769000
2021-02-01,195.470001,199.490005,193.509995,198.710007,198.710007,559400
2021-02-02,199.110001,204.059998,199.020004,202.460007,202.460007,538400
2021-02-03,201.929993,202.300003,199.0,199.149994,199.149994,386500
2021-02-04,199.75,201.130005,198.679993,199.309998,199.309998,610800
2021-02-05,200.330002,201.279999,198.809998,199.520004,199.520004,519200
2021-02-08,200.029999,201.850006,198.580002,200.520004,200.520004,387600
2021-02-09,199.970001,202.169998,198.880005,200.289993,200.289993,386000
2021-02-10,202.470001,203.990005,200.860001,203.149994,203.149994,582100
2021-02-11,204.070007,206.490005,202.699997,204.550003,204.550003,676400
2021-02-12,208.880005,209.130005,195.559998,202.389999,202.389999,1370300
2021-02-16,201.649994,202.759995,197.490005,198.149994,198.149994,948600
2021-02-17,197.289993,202.660004,196.610001,199.110001,199.110001,674700
2021-02-18,198.320007,201.990005,198.059998,201.089996,201.089996,540000
2021-02-19,200.559998,202.020004,196.940002,197.949997,197.949997,643100
2021-02-22,196.619995,196.619995,192.490005,193.229996,193.229996,626600
2021-02-23,192.929993,195.779999,187.619995,192.059998,192.059998,788500
2021-02-24,189.800003,195.899994,188.220001,195.509995,195.509995,556200
2021-02-25,193.179993,195.520004,190.0,190.360001,190.360001,687100
2021-02-26,191.880005,195.070007,190.839996,194.029999,194.029999,911600
2021-03-01,195.580002,196.690002,194.25,195.800003,195.800003,576900
2021-03-02,195.770004,196.360001,192.259995,193.990005,193.990005,584100
2021-03-03,192.710007,195.339996,190.210007,190.479996,190.479996,595000
2021-03-04,190.259995,194.300003,189.509995,190.300003,190.300003,764000
2021-03-05,190.649994,194.929993,188.229996,193.770004,193.770004,678600
2021-03-08,193.190002,194.009995,188.559998,188.850006,188.850006,582200
2021-03-09,190.869995,193.149994,190.600006,191.990005,191.990005,670400
2021-03-10,194.139999,194.139999,189.649994,190.100006,190.100006,778300
2021-03-11,191.139999,194.110001,190.0,192.020004,192.020004,913900
2021-03-12,191.539993,191.619995,184.600006,188.100006,188.100006,885900
2021-03-15,187.080002,190.559998,187.070007,190.369995,190.369995,456600
2021-03-16,192.199997,194.149994,190.270004,191.130005,191.130005,609700
2021-03-17,190.0,190.889999,186.690002,190.740005,190.740005,1227900
2021-03-18,187.720001,191.080002,186.089996,188.520004,188.520004,678400
2021-03-19,189.339996,192.960007,187.940002,192.050003,192.050003,1303600
2021-03-22,192.690002,195.880005,192.600006,194.449997,194.449997,577900
2021-03-23,195.699997,197.449997,194.380005,196.259995,196.259995,488100
2021-03-24,196.419998,196.990005,193.850006,195.029999,195.029999,473000
2021-03-25,195.759995,195.759995,191.809998,193.380005,193.380005,512800
2021-03-26,192.619995,200.089996,191.619995,199.679993,199.679993,632800
2021-03-29,199.169998,201.380005,198.309998,201.179993,201.179993,904500
2021-03-30,199.490005,199.639999,194.389999,194.869995,194.869995,750000
2021-03-31,195.809998,200.229996,195.669998,198.759995,198.759995,697600
2021-04-01,200.089996,203.169998,200.089996,201.899994,201.899994,640400
2021-04-05,202.399994,206.759995,202.009995,206.179993,206.179993,562600
2021-04-06,205.130005,205.850006,202.779999,205.580002,205.580002,583900
2021-04-07,205.570007,206.619995,204.229996,204.369995,204.369995,411300
2021-04-08,206.210007,206.839996,204.509995,204.740005,204.740005,662100
2021-04-09,205.889999,206.130005,203.919998,205.300003,205.300003,760400
2021-04-12,203.949997,205.679993,202.820007,203.720001,203.720001,789600
2021-04-13,204.440002,206.289993,203.020004,205.190002,205.190002,516700
2021-04-14,204.860001,204.860001,202.589996,203.880005,203.880005,407500
2021-04-15,204.910004,208.779999,204.910004,208.320007,208.320007,409900
2021-04-16,208.589996,208.589996,206.779999,208.160004,208.160004,365100
2021-04-19,208.039993,209.399994,206.759995,207.259995,207.259995,399400
2021-04-20,207.089996,209.979996,206.949997,209.5,209.5,382100
2021-04-21,208.869995,211.740005,208.869995,211.110001,211.110001,527100
2021-04-22,211.070007,214.369995,210.669998,212.369995,212.369995,654900
2021-04-23,210.050003,214.490005,210.050003,211.470001,211.470001,766800
2021-04-26,211.160004,217.350006,211.160004,216.660004,216.660004,832900
2021-04-27,216.0,220.509995,214.429993,220.050003,220.050003,731800
2021-04-28,220.0,221.149994,217.710007,218.149994,218.149994,470700
2021-04-29,219.600006,221.149994,218.190002,219.619995,219.619995,480600
2021-04-30,216.050003,219.679993,216.050003,218.770004,218.770004,614300
2021-05-03,219.800003,222.490005,218.429993,221.25,221.25,616900
2021-05-04,218.979996,221.350006,218.309998,219.220001,219.220001,573200
2021-05-05,220.210007,222.259995,218.110001,218.399994,218.399994,429100
2021-05-06,218.429993,223.610001,217.559998,223.240005,223.240005,608600
2021-05-07,221.669998,224.960007,221.630005,222.889999,222.889999,477500
2021-05-10,222.770004,223.529999,221.020004,221.889999,221.889999,468700
2021-05-11,220.570007,223.419998,220.0,221.460007,221.460007,535000
2021-05-12,217.350006,220.320007,217.350006,218.550003,218.550003,541700
2021-05-13,220.789993,221.570007,218.380005,219.25,219.25,556400
2021-05-14,220.289993,221.690002,218.339996,220.919998,220.919998,406300
2021-05-17,220.339996,220.699997,218.130005,219.660004,219.660004,318100
2021-05-18,219.630005,220.190002,217.820007,217.919998,217.919998,355300
2021-05-19,215.699997,218.080002,214.889999,218.020004,218.020004,468400
2021-05-20,218.759995,223.419998,218.679993,222.949997,222.949997,559700
2021-05-21,221.649994,224.779999,220.160004,221.389999,221.389999,524600
2021-05-24,223.309998,226.139999,222.580002,224.5,224.5,558600
2021-05-25,225.429993,226.179993,223.630005,224.5,224.5,476200
2021-05-26,224.490005,225.570007,222.970001,223.610001,223.610001,420800
2021-05-27,223.070007,223.070007,219.960007,220.399994,220.399994,654400
2021-05-28,221.300003,222.729996,219.630005,219.919998,219.919998,561900
2021-06-01,220.630005,221.119995,215.850006,217.080002,217.080002,422500
2021-06-02,217.759995,219.509995,216.589996,216.949997,216.949997,401400
2021-06-03,215.169998,216.619995,214.039993,216.0,216.0,438200
2021-06-04,217.660004,220.070007,216.649994,219.259995,219.259995,365500
2021-06-07,218.75,219.740005,217.029999,218.929993,218.929993,476200
2021-06-08,219.389999,220.539993,218.199997,218.789993,218.789993,422300
2021-06-09,219.630005,220.110001,217.809998,217.809998,217.809998,388100
2021-06-10,218.5,221.100006,217.779999,220.970001,220.970001,550200
2021-06-11,221.089996,222.160004,219.710007,221.0,221.0,480000
2021-06-14,220.440002,220.440002,217.75,220.169998,220.169998,607200
2021-06-15,220.889999,221.679993,218.910004,220.779999,220.779999,547700
2021-06-16,221.899994,222.050003,216.380005,218.800003,218.800003,512500
2021-06-17,218.350006,223.619995,217.699997,223.259995,223.259995,552900
2021-06-18,223.080002,224.669998,221.399994,223.169998,223.169998,1141300
2021-06-21,223.710007,225.740005,221.889999,224.740005,224.740005,511300
2021-06-22,224.979996,227.130005,224.289993,226.850006,226.850006,427000
2021-06-23,227.199997,227.490005,225.139999,226.309998,226.309998,427100
2021-06-24,227.169998,229.940002,227.160004,229.429993,229.429993,549400
2021-06-25,230.050003,230.089996,226.039993,227.729996,227.729996,2239300
2021-06-28,228.550003,231.429993,228.389999,228.690002,228.690002,542000
2021-06-29,227.169998,230.0,226.289993,229.779999,229.779999,565600
2021-06-30,229.789993,230.830002,226.990005,227.690002,227.690002,449500
2021-07-01,227.600006,229.899994,227.600006,229.190002,229.190002,348200
2021-07-02,230.940002,232.119995,229.899994,231.330002,231.330002,515300
2021-07-06,231.330002,233.070007,230.029999,231.470001,231.470001,450200
2021-07-07,232.800003,232.869995,230.050003,232.830002,232.830002,338100
2021-07-08,231.149994,234.119995,229.869995,231.809998,231.809998,428200
2021-07-09,231.190002,233.160004,229.210007,233.029999,233.029999,368100
2021-07-12,233.699997,234.559998,228.820007,229.160004,229.160004,349200
2021-07-13,229.009995,229.759995,227.399994,228.490005,228.490005,434900
2021-07-14,228.929993,230.880005,228.820007,230.639999,230.639999,528000
2021-07-15,231.190002,231.360001,228.490005,229.210007,229.210007,315000
2021-07-16,229.860001,231.979996,229.059998,229.740005,229.740005,354500
2021-07-19,229.880005,230.580002,227.600006,228.550003,228.550003,425400
2021-07-20,228.690002,230.559998,227.839996,229.429993,229.429993,360300
2021-07-21,229.210007,230.199997,227.100006,230.130005,230.130005,357200
2021-07-22,230.5,233.690002,230.130005,233.529999,233.529999,550000
2021-07-23,224.729996,225.720001,216.520004,222.539993,222.539993,1355700
2021-07-26,221.100006,224.360001,219.479996,222.960007,222.960007,538400
2021-07-27,223.279999,223.740005,217.880005,219.169998,219.169998,552000
2021-07-28,218.929993,220.160004,215.580002,216.240005,216.240005,539500
2021-07-29,215.759995,219.25,215.610001,216.039993,216.039993,373100
2021-07-30,214.679993,216.580002,214.550003,216.369995,216.369995,342100
2021-08-02,217.339996,217.979996,214.679993,216.440002,216.440002,311900
2021-08-03,216.429993,217.080002,214.699997,215.770004,215.770004,272500
2021-08-04,215.279999,215.839996,211.619995,213.880005,213.880005,305400
2021-08-05,213.779999,215.779999,213.300003,214.869995,214.869995,468200
2021-08-06,214.119995,214.990005,211.589996,213.910004,213.910004,460600
2021-08-09,214.369995,214.940002,213.070007,214.389999,214.389999,331300
2021-08-10,214.479996,214.75,211.429993,211.960007,211.960007,290500
2021-08-11,212.119995,212.850006,210.559998,211.740005,211.740005,259800
2021-08-12,212.0,212.350006,209.929993,210.300003,210.300003,288500
2021-08-13,209.830002,210.410004,208.710007,209.440002,209.440002,583900
2021-08-16,209.020004,210.669998,207.649994,210.600006,210.600006,491200
2021-08-17,210.630005,212.190002,208.729996,211.550003,211.550003,344100
2021-08-18,210.710007,211.160004,208.589996,208.710007,208.710007,519600
2021-08-19,208.619995,212.490005,208.179993,211.839996,211.839996,520500
2021-08-20,212.449997,214.130005,211.199997,213.039993,213.039993,528400
2021-08-23,213.520004,215.380005,211.979996,214.690002,214.690002,438400
2021-08-24,215.130005,215.720001,213.009995,213.360001,213.360001,318400
2021-08-25,213.860001,213.979996,211.300003,211.960007,211.960007,351300
2021-08-26,211.179993,213.220001,210.929993,212.729996,212.729996,360700
2021-08-27,212.470001,215.100006,212.029999,214.660004,214.660004,342500
2021-08-30,215.130005,217.009995,214.880005,216.149994,216.149994,287200
2021-08-31,216.669998,217.070007,214.990005,216.259995,216.259995,524300
2021-09-01,216.800003,219.839996,216.580002,218.509995,218.509995,467400
2021-09-02,218.919998,220.770004,217.490005,220.5,220.5,395900
2021-09-03,219.960007,222.089996,219.520004,220.229996,220.229996,347000
2021-09-07,220.399994,220.940002,218.289993,220.25,220.25,280300
2021-09-08,221.0,223.279999,219.729996,222.720001,222.720001,384800
2021-09-09,223.429993,224.869995,221.5,221.899994,221.899994,390900
2021-09-10,222.669998,223.490005,220.350006,221.169998,221.169998,424900
2021-09-13,222.679993,223.729996,220.050003,221.080002,221.080002,413700
2021-09-14,221.080002,222.830002,219.580002,221.949997,221.949997,462900
2021-09-15,222.190002,224.960007,221.440002,224.270004,224.270004,396000
2021-09-16,224.309998,225.240005,223.25,224.729996,224.729996,376500
2021-09-17,224.369995,224.520004,217.5,218.770004,218.770004,1188100
2021-09-20,217.649994,219.210007,211.919998,214.080002,214.080002,530400
2021-09-21,214.600006,216.149994,212.990005,213.720001,213.720001,404500
2021-09-22,213.320007,216.759995,212.479996,214.869995,214.869995,357000
2021-09-23,214.669998,217.699997,214.449997,216.479996,216.479996,341000
2021-09-24,215.539993,217.830002,215.539993,217.770004,217.770004,363100
2021-09-27,216.309998,216.389999,213.699997,213.899994,213.899994,440100
2021-09-28,211.490005,212.070007,205.130005,205.660004,205.660004,582000
2021-09-29,206.25,207.080002,204.940002,205.729996,205.729996,345500
2021-09-30,206.970001,207.460007,204.429993,205.009995,205.009995,435700
2021-10-01,206.169998,208.389999,204.229996,206.679993,206.679993,344700
2021-10-04,205.389999,205.75,204.300003,205.350006,205.350006,632100
2021-10-05,205.740005,208.350006,204.940002,206.630005,206.630005,328500
2021-10-06,205.029999,208.589996,204.949997,208.190002,208.190002,600300
2021-10-07,209.669998,212.809998,209.240005,209.630005,209.630005,374900
2021-10-08,209.979996,210.960007,205.75,205.940002,205.940002,389200
2021-10-11,204.929993,206.630005,204.429993,204.830002,204.830002,378600
2021-10-12,204.979996,205.589996,204.070007,204.669998,204.669998,373300
2021-10-13,205.210007,210.580002,205.210007,209.970001,209.970001,403000
2021-10-14,212.139999,214.699997,210.940002,213.229996,213.229996,367600
2021-10-15,213.339996,214.520004,212.559998,214.470001,214.470001,340400
2021-10-18,213.830002,216.380005,213.470001,214.410004,214.410004,367900
2021-10-19,215.009995,215.669998,213.25,215.589996,215.589996,328100
2021-10-20,215.460007,216.869995,214.110001,214.240005,214.240005,472700
2021-10-21,213.929993,216.960007,212.660004,216.080002,216.080002,414000
2021-10-22,216.25,219.039993,215.979996,218.75,218.75,343300
2021-10-25,218.970001,220.800003,218.699997,219.520004,219.520004,457200
2021-10-26,220.960007,221.0,215.339996,215.710007,215.710007,537400
2021-10-27,215.199997,216.520004,211.729996,211.830002,211.830002,477500
2021-10-28,211.990005,212.690002,208.309998,210.710007,210.710007,738900
2021-10-29,215.889999,224.770004,214.399994,222.669998,222.669998,866500
2021-11-01,222.220001,223.080002,219.410004,223.070007,223.070007,519900
2021-11-02,223.699997,226.309998,222.529999,225.710007,225.710007,467000
2021-11-03,225.339996,226.460007,223.649994,226.089996,226.089996,527400
2021-11-04,227.009995,232.119995,226.889999,230.529999,230.529999,467500
2021-11-05,231.520004,233.770004,231.520004,232.660004,232.660004,560300
2021-11-08,233.589996,233.589996,231.850006,232.720001,232.720001,524200
2021-11-09,232.190002,235.610001,231.839996,233.580002,233.580002,633400
2021-11-10,232.210007,233.860001,230.550003,231.690002,231.690002,487500
2021-11-11,232.279999,233.570007,231.339996,233.139999,233.139999,378800
2021-11-12,235.009995,238.070007,234.039993,236.050003,236.050003,428300
2021-11-15,236.559998,239.399994,236.0,239.210007,239.210007,459500
2021-11-16,239.210007,241.839996,238.740005,239.690002,239.690002,560400
2021-11-17,240.039993,242.25,239.190002,239.5,239.5,510800
2021-11-18,239.25,242.399994,238.110001,241.020004,241.020004,617000
2021-11-19,241.889999,246.100006,240.850006,245.699997,245.699997,684700
2021-11-22,244.910004,248.220001,240.240005,241.5,241.5,903800
2021-11-23,240.130005,242.559998,239.059998,241.899994,241.899994,725800
2021-11-24,241.300003,245.559998,239.830002,245.389999,245.389999,511300
2021-11-26,244.929993,248.110001,239.759995,241.020004,241.020004,509700
2021-11-29,242.119995,246.169998,240.630005,244.460007,244.460007,612300
2021-11-30,245.130005,246.160004,238.800003,239.910004,239.910004,2866800
2021-12-01,240.25,242.419998,236.759995,238.149994,238.149994,750600
2021-12-02,238.479996,242.0,236.880005,240.729996,240.729996,828700
2021-12-03,241.410004,241.729996,236.5,238.610001,238.610001,797300
2021-12-06,239.339996,241.399994,238.059998,240.039993,240.039993,926700
2021-12-07,242.839996,245.25,242.169998,244.279999,244.279999,675900
2021-12-08,245.149994,246.169998,240.759995,242.929993,242.929993,599200
2021-12-09,242.449997,243.419998,240.339996,240.559998,240.559998,412700
2021-12-10,242.679993,244.880005,240.559998,244.699997,244.699997,516300
2021-12-13,240.940002,243.429993,231.75,242.919998,242.919998,941200
2021-12-14,241.649994,242.190002,233.320007,238.070007,238.070007,745700
2021-12-15,238.839996,242.020004,237.410004,241.720001,241.720001,554500
2021-12-16,242.720001,242.899994,237.259995,239.919998,239.919998,797300
2021-12-17,239.119995,245.070007,238.100006,242.110001,242.110001,2325900
2021-12-20,239.789993,244.440002,238.570007,241.199997,241.199997,740600
2021-12-21,241.740005,244.369995,239.809998,244.300003,244.300003,560500
2021-12-22,244.350006,247.0,244.029999,246.729996,246.729996,448400
2021-12-23,247.419998,250.789993,246.330002,249.639999,249.639999,320500
2021-12-27,250.380005,252.229996,249.729996,252.0,252.0,291500
2021-12-28,253.0,253.889999,251.229996,252.410004,252.410004,372400
2021-12-29,253.639999,256.570007,253.289993,255.929993,255.929993,325900
2021-12-30,256.329987,257.029999,254.080002,254.309998,254.309998,223500
2021-12-31,254.0,255.880005,250.369995,253.820007,253.820007,345500
2022-01-03,252.520004,253.889999,249.699997,252.110001,252.110001,332600
2022-01-04,252.070007,253.100006,249.190002,250.429993,250.429993,546500
2022-01-05,248.740005,249.839996,243.5,243.509995,243.509995,498000
2022-01-06,243.399994,245.929993,241.100006,241.820007,241.820007,658700
2022-01-07,241.300003,242.470001,237.669998,237.710007,237.710007,478400
2022-01-10,235.729996,237.720001,232.979996,236.600006,236.600006,430400
2022-01-11,236.130005,238.649994,233.539993,236.240005,236.240005,527600
